gt_id,report_id,metric_id,industry,sub_industry,gt_disclosure_status,gt_value,gt_page
gt_000370,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_0_Total_amount_of_monetary_losses_as_a_result_of_leg,Financials,Insurance,not_disclosed,,
gt_000371,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_1_Complaints-to-claims_ratio,Financials,Insurance,not_disclosed,,
gt_000372,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_2_Customer_retention_rate,Financials,Insurance,not_disclosed,,
gt_000373,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_3_Description_of_approach_to_informing_customers_abo,Financials,Insurance,partially_disclosed,,19
gt_000374,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_4_Description_of_approach_to_incorporation_of_enviro,Financials,Insurance,partially_disclosed,,7
gt_000375,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_5_Net_premiums_written_related_to_energy_efficiency_,Financials,Insurance,not_disclosed,,
gt_000376,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_6_Discussion_of_products_or_product_features_that_in,Financials,Insurance,partially_disclosed,,11
gt_000377,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_7_Absolute_gross_financed_emissions_disaggregated_b,Financials,Insurance,not_disclosed,,
gt_000378,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_8_Absolute_gross_financed_emissions_disaggregated_b,Financials,Insurance,not_disclosed,,
gt_000379,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_9_Absolute_gross_financed_emissions_disaggregated_b,Financials,Insurance,not_disclosed,,
gt_000380,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_10_Gross_exposure_for_each_industry_by_asset_class,Financials,Insurance,not_disclosed,,
gt_000381,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_11_Percentage_of_gross_exposure_included_in_the_finan,Financials,Insurance,not_disclosed,,
gt_000382,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_12_Description_of_the_methodology_used_to_calculate_f,Financials,Insurance,partially_disclosed,,12
gt_000383,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_13_Probable_Maximum_Loss_PML_of_insured_products_fr,Financials,Insurance,not_disclosed,,
gt_000384,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_14_Total_amount_of_monetary_losses_attributable_to_in,Financials,Insurance,not_disclosed,,
gt_000385,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_15_Total_amount_of_monetary_losses_attributable_to_in,Financials,Insurance,not_disclosed,,
gt_000386,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_16_Description_of_approach_to_incorporation_of_enviro,Financials,Insurance,partially_disclosed,,16
gt_000387,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_17_Description_of_approach_to_incorporation_of_enviro,Financials,Insurance,partially_disclosed,,16
gt_000388,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_18_Exposure_to_derivative_instruments_by_category:_1,Financials,Insurance,not_disclosed,,
gt_000389,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_19_Exposure_to_derivative_instruments_by_category:_2,Financials,Insurance,not_disclosed,,
gt_000390,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_20_Exposure_to_derivative_instruments_by_category:_3,Financials,Insurance,not_disclosed,,
gt_000391,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_21_Total_fair_value_of_securities_lending_collateral_,Financials,Insurance,not_disclosed,,
gt_000392,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_22_Description_of_approach_to_managing_capital-_and_l,Financials,Insurance,not_disclosed,,
gt_000393,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_23_1_Number_of_policies_in_force_by_segment:_1_p,Financials,Insurance,not_disclosed,,
gt_000394,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_24_2_Number_of_policies_in_force_by_segment:_2_l,Financials,Insurance,not_disclosed,,
gt_000395,67c29e71-5024-4a1c-9452-d44fba2f6ce0,sasb_25_3_Number_of_policies_in_force_by_segment:_3_a,Financials,Insurance,not_disclosed,,
gt_001167,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_0_1_Gross_global_Scope_1_emissions,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,32800000,20
gt_001168,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_1_2_Percentage_covered_under_emissions-limiting_re,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001169,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_2_Discussion_of_long-_and_short-term_strategy_or_pla,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,,6
gt_001170,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_3_Air_emissions_of_the_following_pollutants:_1_NOx,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001171,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_4_Air_emissions_of_the_following_pollutants:_2_SOx,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001172,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_5_Air_emissions_of_the_following_pollutants:_3_par,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001173,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_6_Air_emissions_of_the_following_pollutants:_4_H2S,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001174,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_7_Air_emissions_of_the_following_pollutants:_5_vol,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001175,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_8_Number_of_refineries_in_or_near_areas_of_dense_pop,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001176,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_9_1_Total_water_withdrawn,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,20,37
gt_001177,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_10_2_Total_water_consumed;_percentage_of_each_in_re,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001178,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_11_Number_of_incidents_of_non-compliance_associated_w,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001179,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_12_1_Amount_of_hazardous_waste_generated,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,193000,15
gt_001180,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_13_2_Percentage_recycled,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,47,15
gt_001181,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_14_1_Number_of_underground_storage_tanks_USTs,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001182,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_15_2_Number_of_UST_releases_requiring_clean_up,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001183,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_16_3_Percentage_in_jurisdictions_with_UST_financial,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001184,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_17_1_Total_recordable_incident_rate_TRIR_for_a_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001185,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_18_1_Total_recordable_incident_rate_TRIR_for_b_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001186,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_19_2_Fatality_rate_for_a_direct_employees,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001187,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_20_2_Fatality_rate_for_b_contract_employees,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001188,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_21_3_Near_miss_frequency_rate_NMFR_for_a_direct,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001189,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_22_3_Near_miss_frequency_rate_NMFR_for_b_contra,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001190,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_23_Discussion_of_management_systems_used_to_integrate,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,,8
gt_001191,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_24_Total_addressable_market_and_share_of_market_for_a,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001192,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_25_Volumes_of_renewable_fuels_for_fuel_blending:_1_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,8030000,23
gt_001193,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_26_Volumes_of_renewable_fuels_for_fuel_blending:_2_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001194,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_27_Total_amount_of_monetary_losses_as_a_result_of_leg,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001195,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_28_Discussion_of_corporate_positions_related_to_gover,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,partially_disclosed,,13
gt_001196,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_29_Process_Safety_Event_PSE_rates_for_Loss_of_Prima,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001197,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_30_Process_Safety_Event_PSE_rates_for_Loss_of_Prima,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001198,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_31_Challenges_to_Safety_Systems_indicator_rate_Tier_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,not_disclosed,,
gt_001199,be1ce70f-1190-4da6-9d5d-a3723294a01a,sasb_32_Discussion_of_measurement_of_Operating_Discipline_,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,fully_disclosed,,8
gt_001200,01973963-c558-4fee-8571-257caa21c8b1,sasb_0_1_Number_of_data_breache,Financials,Commercial Banks,not_disclosed,,
gt_001201,01973963-c558-4fee-8571-257caa21c8b1,sasb_1_2_percentage_that_are_personal_data_breaches,Financials,Commercial Banks,not_disclosed,,
gt_001202,01973963-c558-4fee-8571-257caa21c8b1,sasb_2_3_number_of_account_holders_affected,Financials,Commercial Banks,not_disclosed,,
gt_001203,01973963-c558-4fee-8571-257caa21c8b1,sasb_3_Description_of_approach_to_identifying_and_address,Financials,Commercial Banks,fully_disclosed,,88
gt_001204,01973963-c558-4fee-8571-257caa21c8b1,sasb_4_1_Number_of_loans_outstanding_that_qualify_for_p,Financials,Commercial Banks,not_disclosed,,
gt_001205,01973963-c558-4fee-8571-257caa21c8b1,sasb_5__2_amount_of_loans_outstanding_that_qualify_for_,Financials,Commercial Banks,not_disclosed,,
gt_001206,01973963-c558-4fee-8571-257caa21c8b1,sasb_6_1_Number_of_past_due_and_nonaccrual_loans_or_loa,Financials,Commercial Banks,not_disclosed,,
gt_001207,01973963-c558-4fee-8571-257caa21c8b1,sasb_7__2_amount_of_past_due_and_nonaccrual_loans_or_lo,Financials,Commercial Banks,not_disclosed,,
gt_001208,01973963-c558-4fee-8571-257caa21c8b1,sasb_8_Number_of_no-cost_retail_checking_accounts_provide,Financials,Commercial Banks,not_disclosed,,
gt_001209,01973963-c558-4fee-8571-257caa21c8b1,sasb_9_Number_of_participants_in_financial_literacy_initi,Financials,Commercial Banks,not_disclosed,,
gt_001210,01973963-c558-4fee-8571-257caa21c8b1,sasb_10_Description_of_approach_to_incorporation_of_enviro,Financials,Commercial Banks,partially_disclosed,,42
gt_001211,01973963-c558-4fee-8571-257caa21c8b1,sasb_11_Absolute_gross_financed_emissions_disaggregated_b,Financials,Commercial Banks,not_disclosed,,
gt_001212,01973963-c558-4fee-8571-257caa21c8b1,sasb_12_Absolute_gross_financed_emissions_disaggregated_b,Financials,Commercial Banks,not_disclosed,,
gt_001213,01973963-c558-4fee-8571-257caa21c8b1,sasb_13_Absolute_gross_financed_emissions_disaggregated_b,Financials,Commercial Banks,not_disclosed,,
gt_001214,01973963-c558-4fee-8571-257caa21c8b1,sasb_14_Gross_exposure_for_each_industry_by_asset_class,Financials,Commercial Banks,not_disclosed,,
gt_001215,01973963-c558-4fee-8571-257caa21c8b1,sasb_15_Percentage_of_gross_exposure_included_in_the_finan,Financials,Commercial Banks,not_disclosed,,
gt_001216,01973963-c558-4fee-8571-257caa21c8b1,sasb_16_Description_of_the_methodology_used_to_calculate_f,Financials,Commercial Banks,partially_disclosed,,115
gt_001217,01973963-c558-4fee-8571-257caa21c8b1,sasb_17_Total_amount_of_monetary_losses_as_a_result_of_leg,Financials,Commercial Banks,not_disclosed,,
gt_001218,01973963-c558-4fee-8571-257caa21c8b1,sasb_18_Description_of_whistleblower_policies_and_procedur,Financials,Commercial Banks,partially_disclosed,,115
gt_001219,01973963-c558-4fee-8571-257caa21c8b1,sasb_19_Global_Systemically_Important_Bank_GSIB_score_b,Financials,Commercial Banks,not_disclosed,,
gt_001220,01973963-c558-4fee-8571-257caa21c8b1,sasb_20_Description_of_approach_to_integrate_results_of_ma,Financials,Commercial Banks,not_disclosed,,
gt_001221,01973963-c558-4fee-8571-257caa21c8b1,sasb_21_1_Number_of_checking_and_savings_accounts_by_seg,Financials,Commercial Banks,not_disclosed,,
gt_001222,01973963-c558-4fee-8571-257caa21c8b1,sasb_22_2_value_of__checking_and_savings_accounts_by_seg,Financials,Commercial Banks,not_disclosed,,
gt_001223,01973963-c558-4fee-8571-257caa21c8b1,sasb_23_1_Number_of_loans_by_segment:_a_personal,Financials,Commercial Banks,not_disclosed,,
gt_001224,01973963-c558-4fee-8571-257caa21c8b1,sasb_24_1_Number_of_loans_by_segment:（b_small_business,Financials,Commercial Banks,not_disclosed,,
gt_001225,01973963-c558-4fee-8571-257caa21c8b1,sasb_25_1_Number_of_loans_by_segment:_c_corporate6,Financials,Commercial Banks,not_disclosed,,
gt_001226,01973963-c558-4fee-8571-257caa21c8b1,sasb_26_2_value_of_loans_by_segment:_a_personal,Financials,Commercial Banks,not_disclosed,,
gt_001227,01973963-c558-4fee-8571-257caa21c8b1,sasb_27_2_value_of_loans_by_segment:_b_small_business,Financials,Commercial Banks,not_disclosed,,
gt_001228,01973963-c558-4fee-8571-257caa21c8b1,sasb_28_2_value_of_loans_by_segment:_c_corporate6,Financials,Commercial Banks,not_disclosed,,
gt_001229,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_0_1_Total_energy_consumed,Health Care,Health Care Delivery,not_disclosed,,
gt_001230,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_1_2_Percentage_grid_electricity,Health Care,Health Care Delivery,not_disclosed,,
gt_001231,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_2_3_Percentage_renewable,Health Care,Health Care Delivery,not_disclosed,,
gt_001232,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_3_Total_amount_of_medical_waste,Health Care,Health Care Delivery,not_disclosed,,
gt_001233,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_4_Percentage_of_medical_waste_incinerated,Health Care,Health Care Delivery,not_disclosed,,
gt_001234,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_5_Percentage_of_medical_waste_recycled_or_treated,Health Care,Health Care Delivery,not_disclosed,,
gt_001235,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_6_Percentage_of_medical_waste_landfilled,Health Care,Health Care Delivery,not_disclosed,,
gt_001236,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_7_1_Total_amount_of_hazardous_pharmaceutical_waste,Health Care,Health Care Delivery,not_disclosed,,
gt_001237,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_8_2_Total_amount_of_non-hazardous_pharmaceutical_w,Health Care,Health Care Delivery,not_disclosed,,
gt_001238,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_9_Percentage_of_hazardous_pharmaceutical_waste_incin,Health Care,Health Care Delivery,not_disclosed,,
gt_001239,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_10_Percentage_of_hazardous_pharmaceutical_waste_recyc,Health Care,Health Care Delivery,not_disclosed,,
gt_001240,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_11_Percentage_of_hazardous_pharmaceutical_waste_landf,Health Care,Health Care Delivery,not_disclosed,,
gt_001241,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_12_Percentage_of_non-hazardous_pharmaceutical_waste_i,Health Care,Health Care Delivery,not_disclosed,,
gt_001242,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_13_Percentage_of_non-hazardous_pharmaceutical_waste_r,Health Care,Health Care Delivery,not_disclosed,,
gt_001243,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_14_Percentage_of_non-hazardous_pharmaceutical_waste_l,Health Care,Health Care Delivery,not_disclosed,,
gt_001244,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_15_Description_of_policies_and_practices_to_secure_cu,Health Care,Health Care Delivery,not_disclosed,,
gt_001245,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_16_1_Number_of_data_breaches,Health Care,Health Care Delivery,not_disclosed,,
gt_001246,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_17_2_Percentage_involving_a_personal_data_only,Health Care,Health Care Delivery,not_disclosed,,
gt_001247,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_18_2_Percentage_involving_b_personal_health_data,Health Care,Health Care Delivery,not_disclosed,,
gt_001248,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_19_3_Number_of_customers_affected_a_personal_data,Health Care,Health Care Delivery,not_disclosed,,
gt_001249,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_20_3_Number_of_customers_affected_b_personal_heal,Health Care,Health Care Delivery,not_disclosed,,
gt_001250,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_21_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Health Care Delivery,not_disclosed,,
gt_001251,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_22_Discussion_of_strategy_to_manage_the_mix_of_patien,Health Care,Health Care Delivery,not_disclosed,,
gt_001252,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_23_Number_of_serious_reportable_events,Health Care,Health Care Delivery,not_disclosed,,
gt_001253,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_24_Hospital-acquired_condition_rates_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001254,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_25_Number_of_1_unplanned_readmissions_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001255,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_26_Number_of_2_total_readmissions_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001256,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_27_Description_of_policies_and_practices_to_manage_th,Health Care,Health Care Delivery,not_disclosed,,
gt_001257,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_28_Description_of_policies_or_initiatives_to_ensure_t,Health Care,Health Care Delivery,not_disclosed,,
gt_001258,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_29_Discussion_of_how_pricing_information_for_services,Health Care,Health Care Delivery,not_disclosed,,
gt_001259,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_30_Number_of_the_entity's_25_most_common_services_for,Health Care,Health Care Delivery,not_disclosed,,
gt_001260,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_31_Percentage_of_total_services_performed_by_volume,Health Care,Health Care Delivery,not_disclosed,,
gt_001261,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_32_Total_recordable_incident_rate_TRIR_for_a_dire,Health Care,Health Care Delivery,not_disclosed,,
gt_001262,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_33_Total_recordable_incident_rate_TRIR_for_b_cont,Health Care,Health Care Delivery,not_disclosed,,
gt_001263,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_34_1_Voluntary_turnover_rate_for_a_physicians,Health Care,Health Care Delivery,not_disclosed,,
gt_001264,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_35_1_Voluntary_turnover_rate_for_b_non-physician_,Health Care,Health Care Delivery,not_disclosed,,
gt_001265,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_36_1_Voluntary_turnover_rate_for_c_all_other_empl,Health Care,Health Care Delivery,not_disclosed,,
gt_001266,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_37_2_Involuntary_turnover_rate_for_a_physicians,Health Care,Health Care Delivery,not_disclosed,,
gt_001267,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_38_2_Involuntary_turnover_rate_for_b_non-physicia,Health Care,Health Care Delivery,not_disclosed,,
gt_001268,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_39_2_Involuntary_turnover_rate_for_c_all_other_em,Health Care,Health Care Delivery,not_disclosed,,
gt_001269,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_40_Description_of_talent_recruitment_and_retention_ef,Health Care,Health Care Delivery,partially_disclosed,,42
gt_001270,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_41_Description_of_policies_and_practices_to_address:_,Health Care,Health Care Delivery,not_disclosed,,
gt_001271,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_42_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Health Care Delivery,not_disclosed,,
gt_001272,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_43_Number_of_1_facilities_by_type,Health Care,Health Care Delivery,not_disclosed,,
gt_001273,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_44_Number_of_2_beds_by_type,Health Care,Health Care Delivery,not_disclosed,,
gt_001274,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_45_Number_of_1_inpatient_admissions,Health Care,Health Care Delivery,not_disclosed,,
gt_001275,d0546854-e331-4ec6-b1db-ade1e55f106d,sasb_46_Number_of_2_outpatient_visits,Health Care,Health Care Delivery,not_disclosed,,
gt_001276,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_0_1_Total_energy_consumed,Health Care,Health Care Delivery,not_disclosed,,
gt_001277,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_1_2_Percentage_grid_electricity,Health Care,Health Care Delivery,not_disclosed,,
gt_001278,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_2_3_Percentage_renewable,Health Care,Health Care Delivery,not_disclosed,,
gt_001279,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_3_Total_amount_of_medical_waste,Health Care,Health Care Delivery,not_disclosed,,
gt_001280,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_4_Percentage_of_medical_waste_incinerated,Health Care,Health Care Delivery,not_disclosed,,
gt_001281,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_5_Percentage_of_medical_waste_recycled_or_treated,Health Care,Health Care Delivery,not_disclosed,,
gt_001282,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_6_Percentage_of_medical_waste_landfilled,Health Care,Health Care Delivery,not_disclosed,,
gt_001283,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_7_1_Total_amount_of_hazardous_pharmaceutical_waste,Health Care,Health Care Delivery,not_disclosed,,
gt_001284,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_8_2_Total_amount_of_non-hazardous_pharmaceutical_w,Health Care,Health Care Delivery,not_disclosed,,
gt_001285,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_9_Percentage_of_hazardous_pharmaceutical_waste_incin,Health Care,Health Care Delivery,not_disclosed,,
gt_001286,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_10_Percentage_of_hazardous_pharmaceutical_waste_recyc,Health Care,Health Care Delivery,not_disclosed,,
gt_001287,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_11_Percentage_of_hazardous_pharmaceutical_waste_landf,Health Care,Health Care Delivery,not_disclosed,,
gt_001288,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_12_Percentage_of_non-hazardous_pharmaceutical_waste_i,Health Care,Health Care Delivery,not_disclosed,,
gt_001289,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_13_Percentage_of_non-hazardous_pharmaceutical_waste_r,Health Care,Health Care Delivery,not_disclosed,,
gt_001290,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_14_Percentage_of_non-hazardous_pharmaceutical_waste_l,Health Care,Health Care Delivery,not_disclosed,,
gt_001291,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_15_Description_of_policies_and_practices_to_secure_cu,Health Care,Health Care Delivery,partially_disclosed,,21
gt_001292,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_16_1_Number_of_data_breaches,Health Care,Health Care Delivery,not_disclosed,,
gt_001293,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_17_2_Percentage_involving_a_personal_data_only,Health Care,Health Care Delivery,not_disclosed,,
gt_001294,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_18_2_Percentage_involving_b_personal_health_data,Health Care,Health Care Delivery,not_disclosed,,
gt_001295,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_19_3_Number_of_customers_affected_a_personal_data,Health Care,Health Care Delivery,not_disclosed,,
gt_001296,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_20_3_Number_of_customers_affected_b_personal_heal,Health Care,Health Care Delivery,not_disclosed,,
gt_001297,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_21_Total_amount_of_monetary_losses_as_a_result_of_leg,Health Care,Health Care Delivery,not_disclosed,,
gt_001298,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_22_Discussion_of_strategy_to_manage_the_mix_of_patien,Health Care,Health Care Delivery,partially_disclosed,,7
gt_001299,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_23_Number_of_serious_reportable_events,Health Care,Health Care Delivery,not_disclosed,,
gt_001300,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_24_Hospital-acquired_condition_rates_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001301,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_25_Number_of_1_unplanned_readmissions_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001302,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_26_Number_of_2_total_readmissions_per_hospital,Health Care,Health Care Delivery,not_disclosed,,
gt_001303,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_27_Description_of_policies_and_practices_to_manage_th,Health Care,Health Care Delivery,not_disclosed,,
gt_001304,a92a8494-9b24-4a8d-b43a-7f484319937b,sasb_28_Description_of_policies_or_initiatives_to_ensure_t,Health Care,Health Care Delivery,partially_disclosed,,7
